window,accuracy
600:700,0.4130434782608695
15400:15500,0.4130434782608695
18300:18400,0.4130434782608695
19800:19900,0.4130434782608695
13700:13800,0.4086956521739132
800:900,0.40869565217391307
40300:40400,0.40869565217391307
25300:25400,0.408695652173913
4400:4500,0.4043478260869565
21100:21200,0.4043478260869565
38400:38500,0.4043478260869565
38500:38600,0.40434782608695646
19000:19100,0.4
34500:34600,0.4
500:600,0.39565217391304347
14800:14900,0.39565217391304347
22900:23000,0.391304347826087
9500:9600,0.3869565217391304
37300:37400,0.3869565217391304
30000:30100,0.38695652173913037
4700:4800,0.3826086956521739
10800:10900,0.33043478260869563
16500:16600,0.29999999999999993
